id,vote_id,winner_id,loser_id,winner_text,loser_text,response_time_s
r41,4431170,237282,237332,University Of Oregon,University Of Delaware,12.572
r39,4431171,237313,237318,University Of Kansas,University Of Nebraska - Lincoln,3.253
r8,4431173,237254,237307,University Of Washington,Texas A & M University,1.372
r35,4431174,237234,237350,University Of California-Berkeley,Carleton University,2.365
r39,4431175,237305,237339,Syracuse University Main Campus,University Of New Mexico Main Campus,1.576
r41,4431176,237247,237352,New York University,University of Wales,3.33
r8,4431177,237249,237284,Cornell University,Boston College,1.697
r40,4431178,237297,237363,State University Of New York At Binghamton,University Of North Texas,2.38
r39,4431179,237302,237275,Tulane University,University Of Iowa,1.198
r8,4431181,237271,237323,State University Of New York At Stony Brook,University Of Miami,1.495
r40,4431182,237255,237322,Ohio State University Main Campus,University Of Missouri - Columbia,1.81
r39,4431183,237279,237306,The New School for Social Research,North Carolina State University,1.559
r37,4431184,237288,237355,University Of California-Santa Cruz,Mississippi State University,1.877
r40,4431185,237276,237318,McGill University,University Of Nebraska - Lincoln,1.74
r39,4431186,237352,237371,University of Wales,Utah State University,1.573
r41,4431187,237364,237312,University of Saskatchewan,Northeastern University,7.841
r39,4431188,237239,237254,Harvard University,University Of Washington,1.29
r37,4431190,237243,237339,Columbia University In The City Of New York,University Of New Mexico Main Campus,3.521
r40,4431191,237278,237344,University Of Illinois At Urbana-Champaign,University of York,3.125
r39,4431192,237316,237354,University Of Florida,Southern Illinois University Carbondale,1.416
r4,4431193,237317,237342,Loyola University Chicago,Georgia State University,2.283
r39,4431194,237333,237346,Fordham University,University Of Kentucky,2.033
r41,4431195,237287,237283,University of Pittsburgh,Boston University,6.222
r37,4431196,237257,237285,University Of California-Irvine,University Of Colorado At Boulder,3.303
r39,4431198,237289,237259,Sciences Po (Institut Etudes Politiques de Paris),Johns Hopkins University,3.755
r39,4431201,237334,237354,Case Western Reserve University,Southern Illinois University Carbondale,1.567
r41,4431202,237241,237273,Stanford University,University of British Columbia,5.72
r34,4431203,237271,237297,State University Of New York At Stony Brook,State University Of New York At Binghamton,12.872
r39,4431204,237321,237338,University of Sussex,University of Central Florida,1.508
r42,4431205,237236,237356,University Of Wisconsin-Madison,University of Waterloo,6.353
r39,4431207,237265,237350,University Of Notre Dame,Carleton University,1.725
r42,4431208,237290,237311,University Of Connecticut,Iowa State University,2.729
r39,4431209,237239,237324,Harvard University,George Mason University,1.578
r39,4431210,237261,237272,University Of California-San Diego,State University Of New York At Albany,1.454
r34,4431211,237304,237333,University Of Georgia,Fordham University,7.627
r42,4431212,237244,237309,University Of Pennsylvania,McMaster University,2.711
r41,4431213,237312,237322,Northeastern University,University Of Missouri - Columbia,11.066
r8,4431214,237283,237313,Boston University,University Of Kansas,6.955
r39,4431215,237348,237345,University of Leeds,Kansas State University,1.952
r34,4431216,237236,237331,University Of Wisconsin-Madison,Bowling Green State University,1.687
r43,4431217,237237,237290,Princeton University,University Of Connecticut,2.266
r8,4431218,237252,237356,London School of Economics,University of Waterloo,1.235
r41,4431219,237259,237318,Johns Hopkins University,University Of Nebraska - Lincoln,2.084
r39,4431220,237276,237358,McGill University,Howard University,1.816
r42,4431221,237366,237313,University Of Oklahoma Norman Campus,University Of Kansas,5.257
r39,4431222,237283,237260,Boston University,Rutgers The State University Of New Jersey New Brunswick Campus,1.536
r34,4431223,237332,237360,University Of Delaware,Wayne State University,3.747
r42,4431224,237257,237321,University Of California-Irvine,University of Sussex,2.306
r8,4431225,237257,237372,University Of California-Irvine,University of Durham,4.553
r43,4431226,237266,237344,University Of California-Santa Barbara,University of York,5.211
r39,4431227,237287,237260,University of Pittsburgh,Rutgers The State University Of New Jersey New Brunswick Campus,2.496
r34,4431228,237277,237345,University Of Southern California,Kansas State University,1.76
r42,4431229,237282,237337,University Of Oregon,University of Warwick,1.756
r41,4431230,237370,237332,Memorial University of Newfoundland,University Of Delaware,6.482
r8,4431231,237260,237347,Rutgers The State University Of New Jersey New Brunswick Campus,University Of Tennessee,1.384
r39,4431232,237291,237307,Washington State University,Texas A & M University,2.241
r34,4431233,237240,237272,University Of California-Los Angeles,State University Of New York At Albany,1.995
r8,4431234,237258,237313,University Of Arizona,University Of Kansas,1.528
r43,4431235,237245,237310,Northwestern University,University of North Carolina at Charlotte,3.986
r42,4431236,237359,237308,Oklahoma State University Main Campus,Australian National University,2.727
r39,4431237,237372,237320,University of Durham,University of Cincinnati,2.367
r41,4431238,237307,237275,Texas A & M University,University Of Iowa,5.218
r34,4431239,237251,237371,University Of Texas At Austin,Utah State University,2.935
r39,4431240,237367,237363,University Of Akron,University Of North Texas,1.62
r43,4431241,237270,237301,City University Of New York Grad. Center,Temple University,3.095
r42,4431242,237300,237327,Florida State University,University of Edinburgh,4.588
r34,4431243,237326,237334,University of Victoria,Case Western Reserve University,1.822
r39,4431244,237299,237310,State University Of New York At Buffalo,University of North Carolina at Charlotte,2.242
r41,4431245,237279,237283,The New School for Social Research,Boston University,4.719
r39,4431246,237333,237302,Fordham University,Tulane University,1.451
r42,4431247,237372,237362,University of Durham,University Of Hawaii At Manoa,2.547
r34,4431248,237245,237335,Northwestern University,University of Western Ontario,2.136
r39,4431249,237284,237296,Boston College,Purdue University Main Campus,1.343
r41,4431250,237285,237332,University Of Colorado At Boulder,University Of Delaware,2.314
r43,4431251,237260,237270,Rutgers The State University Of New Jersey New Brunswick Campus,City University Of New York Grad. Center,6.017
r42,4431252,237278,237350,University Of Illinois At Urbana-Champaign,Carleton University,2.753
r39,4431253,237297,237316,State University Of New York At Binghamton,University Of Florida,2.094
r42,4431255,237253,237261,Penn State University,University Of California-San Diego,2.222
r39,4431256,237266,237361,University Of California-Santa Barbara,Dalhousie University,1.742
r41,4431257,237365,237368,Louisiana State University And Agricultural And Mechanical College,Western Michigan University,4.798
r34,4431258,237307,237331,Texas A & M University,Bowling Green State University,5.823
r42,4431259,237354,237369,Southern Illinois University Carbondale,University of Nottingham,2.433
r39,4431260,237244,237284,University Of Pennsylvania,Boston College,2.1
r8,4431261,237299,237256,State University Of New York At Buffalo,University Of Minnesota-Twin Cities,1.39
r34,4431262,237249,237313,Cornell University,University Of Kansas,2.232
r39,4431263,237348,237317,University of Leeds,Loyola University Chicago,1.607
r42,4431264,237257,237363,University Of California-Irvine,University Of North Texas,3.06
r34,4431265,237249,237334,Cornell University,Case Western Reserve University,1.44
r39,4431266,237274,237363,University Of Illinois At Chicago,University Of North Texas,1.766
r34,4431267,237268,237315,University of Toronto,York University,1.292
r42,4431268,237276,237320,McGill University,University of Cincinnati,2.752
r39,4431269,237346,237319,University Of Kentucky,University Of South Carolina Columbia,2.292
r34,4431270,237284,237340,Boston College,Baylor University,1.746
r42,4431273,237267,237348,Brown University,University of Leeds,2.318
r39,4431274,237278,237362,University Of Illinois At Urbana-Champaign,University Of Hawaii At Manoa,1.635
r39,4431275,237249,237306,Cornell University,North Carolina State University,1.086
r42,4431276,237369,237358,University of Nottingham,Howard University,2.383
r39,4431277,237255,237251,Ohio State University Main Campus,University Of Texas At Austin,2.049
r41,4431278,237357,237301,"National University of Ireland, Galway.",Temple University,17.473
r34,4431279,237316,237335,University Of Florida,University of Western Ontario,6.197
r44,4431280,237246,237352,Duke University,University of Wales,1.229
r34,4431281,237281,237316,University Of Virginia,University Of Florida,1.877
r42,4431282,237329,237361,University of Essex,Dalhousie University,5.389
r41,4431283,237247,237355,New York University,Mississippi State University,3.856
r34,4431285,237246,237352,Duke University,University of Wales,1.216
r44,4431286,237254,237315,University Of Washington,York University,2.372
r42,4431287,237254,237358,University Of Washington,Howard University,1.963
r41,4431288,237279,237332,The New School for Social Research,University Of Delaware,2.81
r8,4431290,237240,237301,University Of California-Los Angeles,Temple University,2.896
r43,4431291,237255,237343,Ohio State University Main Campus,University of Alberta,15.671
r34,4431292,237256,237368,University Of Minnesota-Twin Cities,Western Michigan University,3.757
r42,4431293,237243,237268,Columbia University In The City Of New York,University of Toronto,2.389
r44,4431294,237255,237353,Ohio State University Main Campus,Brigham Young University,3.168
r8,4431295,237247,237239,New York University,Harvard University,1.587
r41,4431296,237321,237334,University of Sussex,Case Western Reserve University,5.463
r34,4431297,237312,237368,Northeastern University,Western Michigan University,2.896
r42,4431298,237340,237354,Baylor University,Southern Illinois University Carbondale,3.655
r34,4431299,237336,237333,Queen's University,Fordham University,1.787
r42,4431300,237304,237320,University Of Georgia,University of Cincinnati,2.119
r41,4431301,237276,237366,McGill University,University Of Oklahoma Norman Campus,3.573
r42,4431303,237239,237250,Harvard University,Yale University,2.508
r34,4431304,237261,237367,University Of California-San Diego,University Of Akron,3.269
